"","word","n"
"1379","pay come",6
"1380","pillow tell",6
"1381","place like",6
"1382","play solitaire",6
"1383","pout tell",6
"1384","pray dear",6
"1385","pretend parson",6
"1386","prize today",6
"1387","propose go",6
"1388","prove days",6
"1389","purple dream",6
"1390","push push",6
"1391","rat paradise",6
"1392","ready steady",6
"1393","real american",6
"1394","real swiss",6
"1395","regret forget",6
"1396","regret unable",6
"1397","religion time",6
"1398","remember alamo",6
"1399","remember time",6
"1400","reply inside",6
"1401","rest today",6
"1402","restore salvation",6
"1403","return soul",6
"1404","richest nigga",6
"1405","right live",6
"1406","right say",6
"1407","ring heart",6
"1408","ring steal",6
"1409","road block",6
"1410","rock line",6
"1411","roll vive",6
"1412","romance foolish",6
"1413","romance head",6
"1414","roses fall",6
"1415","round corner",6
"1416","run warm",6
"1417","runnin gear",6
"1418","santa come",6
"1419","say feel",6
"1420","second nature",6
"1421","shed tear",6
"1422","sheep fall",6
"1423","shin shine",6
"1424","shine go",6
"1425","shubert tune",6
"1426","simple simple",6
"1427","sing little",6
"1428","sing refrain",6
"1429","slave slave",6
"1430","sleep nights",6
"1431","slippedslipped slippedaslipped",6
"1432","small loss",6
"1433","smile want",6
"1434","solo solo",6
"1435","somebody intend",6
"1436","somebody love",6
"1437","somethin yeah",6
"1438","song end",6
"1439","song finer",6
"1440","song moonlight",6
"1441","song walk",6
"1442","soon soon",6
"1443","soul dear",6
"1444","spider spin",6
"1445","spin daydream",6
"1446","spring wish",6
"1447","stand stand",6
"1448","stand test",6
"1449","star fade",6
"1450","start lose",6
"1451","stay blue",6
"1452","steam drill",6
"1453","steel guitar",6
"1454","step blue",6
"1455","step step",6
"1456","stop love",6
"1457","stop nigga",6
"1458","strange change",6
"1459","strange street",6
"1460","street hear",6
"1461","suffer wonder",6
"1462","supper time",6
"1463","sweet temptation",6
"1464","sweet things",6
"1465","sweet word",6
"1466","sweetheart sweetheart",6
"1467","swing see",6
"1468","swiss watch",6
"1469","symphony shubert",6
"1470","tail lose",6
"1471","take long",6
"1472","take small",6
"1473","talk heart",6
"1474","tear drop",6
"1475","telephone movies",6
"1476","tell leave",6
"1477","tell love",6
"1478","tell santa",6
"1479","tell story",6
"1480","tell tear",6
"1481","tell want",6
"1482","thank thank",6
"1483","think night",6
"1484","think world",6
"1485","throne cause",6
"1486","tight tingle",6
"1487","time gettin",6
"1488","time hold",6
"1489","time life",6
"1490","time regret",6
"1491","time remember",6
"1492","time stand",6
"1493","time woman",6
"1494","time world",6
"1495","tingle feel",6
"1496","today black",6
"1497","today fly",6
"1498","today good",6
"1499","today guy",6
"1500","today night",6
"1501","today silly",6
"1502","today women",6
"1503","toe toe",6
"1504","tongue tell",6
"1505","topeka santa",6
"1506","touch long",6
"1507","train memphis",6
"1508","travel space",6
"1509","true darling",6
"1510","true love",6
"1511","turn time",6
"1512","unable lunch",6
"1513","vacancy long",6
"1514","venezuela money",6
"1515","voice ring",6
"1516","wait game",6
"1517","walk head",6
"1518","walk hold",6
"1519","walk leave",6
"1520","walk strange",6
"1521","walk street",6
"1522","walkin talkin",6
"1523","want night",6
"1524","want tell",6
"1525","want till",6
"1526","warm sweet",6
"1527","warm vein",6
"1528","watch fool",6
"1529","watch ticktock",6
"1530","wear hair",6
"1531","weather care",6
"1532","whip road",6
"1533","white today",6
"1534","wind haul",6
"1535","wind mornin",6
"1536","wind whisper",6
"1537","window pane",6
"1538","winter long",6
"1539","wish walk",6
"1540","woah woah",6
"1541","women prize",6
"1542","wonderful take",6
"1543","wonderland go",6
"1544","word word",6
"1545","world girl",6
"1546","world life",6
"1547","worry anymore",6
"1548","worry bout",6
"1549","worry sleep",6
"1550","wrong cause",6
"1551","yeah wanna",6
"1552","young foolish",6
"1553","yout lock",6
"1554","zing go",6
"1555","adorable deplorable",5
"1556","anybody ready",5
"1557","apart word",5
"1558","appalachian pride",5
"1559","appear shadow",5
"1560","arm dear",5
"1561","arm goodbye",5
"1562","autumn leave",5
"1563","autumn sorrow",5
"1564","awake awake",5
"1565","away cost",5
"1566","away lord",5
"1567","away promise",5
"1568","away sing",5
"1569","away till",5
"1570","babababoo sing",5
"1571","baby gotta",5
"1572","baby want",5
"1573","bakit ganyan",5
"1574","band swing",5
"1575","bass guitar",5
"1576","beat cage",5
"1577","beat heart",5
"1578","beatin time",5
"1579","begin play",5
"1580","believe good",5
"1581","believe leave",5
"1582","believe pretty",5
"1583","bell bell",5
"1584","belong go",5
"1585","belong heart",5
"1586","better come",5
"1587","better know",5
"1588","better right",5
"1589","better stand",5
"1590","birdland high",5
"1591","birdland whisper",5
"1592","blame star",5
"1593","blossom holiday",5
"1594","blow like",5
"1595","blue dream",5
"1596","blue everyday",5
"1597","blue gonna",5
"1598","blue jezebel",5
"1599","blue remember",5
"1600","blue stay",5
"1601","blue till",5
"1602","blue woah",5
"1603","boomer hatfield",5
"1604","break chain",5
"1605","break hearts",5
"1606","break romance",5
"1607","break song",5
"1608","brew mention",5
"1609","bring violets",5
"1610","brother better",5
"1611","brother hand",5
"1612","bubble glass",5
"1613","burgundy brew",5
"1614","burn away",5
"1615","burn inside",5
"1616","burn romance",5
"1617","call call",5
"1618","captain good",5
"1619","care blame",5
"1620","care shine",5
"1621","care tell",5
"1622","cause money",5
"1623","cause remember",5
"1624","cause somethin",5
"1625","cause want",5
"1626","cause world",5
"1627","champagne head",5
"1628","change true",5
"1629","change weather",5
"1630","chestnuts blossom",5
"1631","christmas blue",5
"1632","chugga chugga",5
"1633","close close",5
"1634","close darling",5
"1635","close hold",5
"1636","close like",5
"1637","closer closer",5
"1638","cold heart",5
"1639","cold outside",5
"1640","come comin",5
"1641","come join",5
"1642","come play",5
"1643","come stay",5
"1644","come summer",5
"1645","come talk",5
"1646","come wait",5
"1647","comin right",5
"1648","compose prelude",5
"1649","cost surrender",5
"1650","course reply",5
"1651","crave kiss",5
"1652","crazy rhythm",5
"1653","cruisin cruisin",5
"1654","cry cry",5
"1655","dance floor",5
"1656","darlin know",5
"1657","darling come",5
"1658","darling forget",5
"1659","darling hold",5
"1660","dasher hatfield",5
"1661","dawn wake",5
"1662","days long",5
"1663","days love",5
"1664","deal time",5
"1665","dear come",5
"1666","dear crave",5
"1667","dear know",5
"1668","dear lips",5
"1669","dear proud",5
"1670","dearest dearest",5
"1671","deep devotion",5
"1672","desire kiss",5
"1673","devil outta",5
"1674","devil plan",5
"1675","dimenticar travel",5
"1676","discontent like",5
"1677","dismiss memory",5
"1678","dog name",5
"1679","dont know",5
"1680","dream go",5
"1681","dream night",5
"1682","dream reality",5
"1683","dream tell",5
"1684","dream true",5
"1685","drift apart",5
"1686","drift tumblin",5
"1687","drive away",5
"1688","drought bleed",5
"1689","dust start",5
"1690","eager heart",5
"1691","easily fall",5
"1692","easy forget",5
"1693","embrace irreplaceable",5
"1694","embrace sweet",5
"1695","embraceable embrace",5
"1696","end learn",5
"1697","endless sleep",5
"1698","even time",5
"1699","evil mess",5
"1700","eye heart",5
"1701","eye till",5
"1702","face unafraid",5
"1703","face world",5
"1704","fade linger",5
"1705","fall bide",5
"1706","fall easily",5
"1707","fall fool",5
"1708","fall hear",5
"1709","fall hiho",5
"1710","famme durmi",5
"1711","farewell goodbye",5
"1712","fear know",5
"1713","feel come",5
"1714","feel fall",5
"1715","feel hear",5
"1716","feel real",5
"1717","feel yearn",5
"1718","feet dance",5
"1719","fell time",5
"1720","fever know",5
"1721","fever spring",5
"1722","fifties suck",5
"1723","finally kiss",5
"1724","fine mess",5
"1725","finger world",5
"1726","flame grow",5
"1727","follow heart",5
"1728","fool eye",5
"1729","forget come",5
"1730","forget dear",5
"1731","forget long",5
"1732","forget love",5
"1733","fray snapmare",5
"1734","free free",5
"1735","friend like",5
"1736","friends go",5
"1737","fuck ruuuules",5
"1738","function junction",5
"1739","funny thing",5
"1740","gamble gamble",5
"1741","game lend",5
"1742","game stay",5
"1743","gettin beatin",5
"1744","gettin time",5
"1745","girl look",5
"1746","girls wild",5
"1747","give baby",5
"1748","give mean",5
"1749","give reason",5
"1750","glass champagne",5
"1751","gloom rywhere",5
"1752","go bowlin",5
"1753","go gonna",5
"1754","go hold",5
"1755","go kentucky",5
"1756","go mean",5
"1757","go shake",5
"1758","go solitude",5
"1759","go walk",5
"1760","go wrong",5
"1761","gonna bring",5
"1762","gonna gonna",5
"1763","gonna naughty",5
"1764","good days",5
"1765","good goodness",5
"1766","good lips",5
"1767","good loud",5
"1768","good sleep",5
"1769","good want",5
"1770","goodbye lullaby",5
"1771","goodness sake",5
"1772","gotta baby",5
"1773","gotta home",5
"1774","great alive",5
"1775","great romancer",5
"1776","grow fonder",5
"1777","grow tender",5
"1778","grow tipsy",5
"1779","guitar holler",5
"1780","halfway heaven",5
"1781","hand brother",5
"1782","hand caress",5
"1783","hand gonna",5
"1784","hard know",5
"1785","hate go",5
"1786","hate hate",5
"1787","head high",5
"1788","head linger",5
"1789","head shame",5
"1790","head smile",5
"1791","hear believe",5
"1792","hear love",5
"1793","hear meet",5
"1794","hear poor",5
"1795","hear sleigh",5
"1796","heart agree",5
"1797","heart blue",5
"1798","heart call",5
"1799","heart change",5
"1800","heart completely",5
"1801","heart dimenticar",5
"1802","heart hear",5
"1803","heart lips",5
"1804","heart long",5
"1805","heart love",5
"1806","heart say",5
"1807","heart surrender",5
"1808","heart yearn",5
"1809","help mind",5
"1810","hide break",5
"1811","high birdland",5
"1812","hiho alas",5
"1813","holiday table",5
"1814","holler beat",5
"1815","home bring",5
"1816","home friends",5
"1817","home roam",5
"1818","hop someday",5
"1819","hound dog",5
"1820","hush even",5
"1821","hush white",5
"1822","inside know",5
"1823","inside outside",5
"1824","inside want",5
"1825","intoxicate soul",5
"1826","irreplaceable look",5
"1827","julep thrill",5
"1828","jumpy puppet",5
"1829","kicker julep",5
"1830","kind magic",5
"1831","kiss away",5
"1832","kiss dear",5
"1833","kiss give",5
"1834","kiss guess",5
"1835","kiss heart",5
"1836","kiss like",5
"1837","kiss sigh",5
"1838","know bless",5
"1839","know cause",5
"1840","know exactly",5
"1841","know fuck",5
"1842","know honeysuckle",5
"1843","know lonesome",5
"1844","know lose",5
"1845","know night",5
"1846","know pillow",5
"1847","know say",5
"1848","know share",5
"1849","know spark",5
"1850","know spring",5
"1851","know stay",5
"1852","know wrong",5
"1853","know yeah",5
"1854","late gotta",5
"1855","laugh loud",5
"1856","learn away",5
"1857","learn dance",5
"1858","leave go",5
"1859","leave little",5
"1860","leave memory",5
"1861","leave sing",5
"1862","leave stand",5
"1863","leave strand",5
"1864","leave tear",5
"1865","leave trouble",5
"1866","leave worry",5
"1867","lend hand",5
"1868","lend spice",5
"1869","let let",5
"1870","letter straight",5
"1871","life dream",5
"1872","life know",5
"1873","life regret",5
"1874","like babababoo",5
"1875","like bubble",5
"1876","like cool",5
"1877","like darling",5
"1878","like end",5
"1879","like haunt",5
"1880","like heart",5
"1881","like high",5
"1882","like kicker",5
"1883","like money",5
"1884","like nightingale",5
"1885","like sparkle",5
"1886","like summer",5
"1887","like time",5
"1888","lips hold",5
"1889","lips meet",5
"1890","lips say",5
"1891","listen hear",5
"1892","little blue",5
"1893","little know",5
"1894","little small",5
"1895","live heart",5
"1896","live inside",5
"1897","live right",5
"1898","live whale",5
"1899","live years",5
"1900","lonely blue",5
"1901","lonely dreamy",5
"1902","long blue",5
"1903","long know",5
"1904","long lonesome",5
"1905","long snow",5
"1906","look trouble",5
"1907","look window",5
"1908","lord come",5
"1909","lord lord",5
"1910","lose blue",5
"1911","lose dear",5
"1912","loud baby",5
"1913","loud loud",5
"1914","love eternally",5
"1915","love feel",5
"1916","love kiss",5
"1917","love ones",5
"1918","love time",5
"1919","love years",5
"1920","lovers friends",5
"1921","make heart",5
"1922","make list",5
"1923","make temperature",5
"1924","mama right",5
"1925","marry later",5
"1926","matter world",5
"1927","maybe road",5
"1928","meadow valley",5
"1929","mean long",5
"1930","mean mean",5
"1931","mean talkin",5
"1932","meet deep",5
"1933","meet heart",5
"1934","melt arm",5
"1935","memories chair",5
"1936","memory kiss",5
"1937","mention like",5
"1938","mess mind",5
"1939","million dream",5
"1940","miss unfortunate",5
"1941","miss world",5
"1942","missin lover",5
"1943","moment live",5
"1944","money like",5
"1945","moon shin",5
"1946","morning captain",5
"1947","morning dawn",5
"1948","music dance",5
"1949","music end",5
"1950","music lips",5
"1951","music sing",5
"1952","name rhythm",5
"1953","naughty nice",5
"1954","near long",5
"1955","need godspeed",5
"1956","need tell",5
"1957","nice santa",5
"1958","nigga stop",5
"1959","night come",5
"1960","night good",5
"1961","night hand",5
"1962","night romance",5
"1963","night spot",5
"1964","nightingale song",5
"1965","ohooh ohooh",5
"1966","oooo oooo",5
"1967","paris chestnuts",5
"1968","paris feel",5
"1969","paris heart",5
"1970","paris vive",5
"1971","parson marry",5
"1972","phone hear",5
"1973","plan torment",5
"1974","play bass",5
"1975","play song",5
"1976","plea cast",5
"1977","precious days",5
"1978","promise promise",5
"1979","promise true",5
"1980","proud pose",5
"1981","prove thousand",5
"1982","puppet string",5
"1983","push shove",5
"1984","quanto sonno",5
"1985","rainbow string",5
"1986","ready anybody",5
"1987","ready yeah",5
"1988","realize smoke",5
"1989","reason cause",5
"1990","refrain spin",5
"1991","regret long",5
"1992","remember forget",5
"1993","remember love",5
"1994","remember moonglow",5
